,item,price,url
214,c5-5 pulsar selling 55 pulsar with a fort,12b,https://forums.eveonline.com/t/wts-c5-5-pulsar/254170
215,,12b,https://forums.eveonline.com/t/wts-c5-5-pulsar/254170
216,opening bid will be using a vetted third party for transaction includes rolling carriermail sent ingamethe only capital for sale is the rolling carrier jsig is provided in ingame mail current bid is 12b if in 24 hours there are no higher ones the sale will be closedthe transfer will be conducted using a reputable third party that both parties agree to the isk will be given to the third party then the buyer will be scanned in and given the fortizar once both buyer seller both tell the third party that the transfer has been conducted screenshots with fort owner eve time can be used in a potential dispute the isk will be transferred to the selleri’ve used johnny splunk from evescout in the past for wh transfers if possible i’d like to use him but i’m not going to try and contact until after a deal is reached if that doesn’t pan out then we’ll find another 3rd party again after 24 hours from most recent bid the sale will closenope no additional offers so sale closed your offer of,125b,https://forums.eveonline.com/t/wts-c5-5-pulsar/254170
217,infiltrator ii bpo *sold* infiltrator ii bpo sold for,135b,https://forums.eveonline.com/t/wts-infiltrator-ii-bpo-sold/254036
218,please close sold up for sale are a few caps i was working on before i quit 2 years ago located in villasen in a npc station caldari low sec revelation x2 heat sink ii x2 core xtype explosive armor hardener coreli atype adaptive nano plating x2 25000mm steel plates ii x2 capital emergency hull energizer ii heavy capacitor booster ii x2 tracking computer ii x2 dual giga pulse laser i x3 siege module i capital trimark armor pump i x3,29b,https://forums.eveonline.com/t/please-close-all-sold/254196
219,each comes with relevant ammo and 25k helium isotopes ninazu capital ia enduring armor repairer x2 corelum btype energized adaptive nano membrane x2 corpus xtype explosive armor hardener damage control ii capital frx compact capacitor booster x4 thukker small cap battery capital asymmetric enduring remote shield booster x3 triage module i capital ancillary current router i x2 capital auxiliary nano pump i,2b,https://forums.eveonline.com/t/please-close-all-sold/254196
220,,25k,https://forums.eveonline.com/t/please-close-all-sold/254196
221,helium isotopes ninazu capital ia enduring armor repairer x2 corelum btype energized adaptive nano membrane x2 corpus xtype explosive armor hardener damage control ii capital frx compact capacitor booster x4 thukker small cap battery capital asymmetric enduring remote shield booster x3 triage module i capital ancillary current router i x2 capital auxiliary nano pump i 2b comes with charges and fuel,30k,https://forums.eveonline.com/t/please-close-all-sold/254196
222,"c3 ls static, astrahus athanor",NA,https://forums.eveonline.com/t/wts-c3-ls-static-astrahus-and-athanor/254412
223,setele's modified tracking computer setele’s modified tracking computer,4b,https://forums.eveonline.com/t/wts-seteles-modified-tracking-computer/250590
224,hybrid component bpo 10/20,NA,https://forums.eveonline.com/t/wts-hybrid-component-bpo-10-20/254369
225,20 anchored athanors near amarr,NA,https://forums.eveonline.com/t/wts-20-anchored-athanors-near-amarr/252643
226,zeus tier 500mn abyssal microwarpdrive,NA,https://forums.eveonline.com/t/zeus-tier-500mn-abyssal-microwarpdrive/252372
227,sold,NA,https://forums.eveonline.com/t/sold-out/247639
228,materials delve what https://evepraisal.com/a/udly3 mostly mineralsbuilding parts where jlpx7 how much,39b,https://forums.eveonline.com/t/wts-some-materials-on-delve/254104
229,capital part bpos all bpos are 1020 prices cheaper now capital armor plates x1,14b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
230,capital cargo bay x27,11b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
231,,14b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
232,capital cargo bay x27 11b each capital computer system x2 14b each capital jump drive x3,17b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
233,,17b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
234,,14b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
235,capital cargo bay x27 11b each capital computer system x2 14b each capital jump drive x3 17b each capital power generator x3 17b each capital propulsion engine x2 14b each capital sensor cluster x1,13b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
236,,14b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
237,capital cargo bay x27 11b each capital computer system x2 14b each capital jump drive x3 17b each capital power generator x3 17b each capital propulsion engine x2 14b each capital sensor cluster x1 13b capital shield emitter x1 14b or all bpos for,45b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
238,not lower all located in jita do not message in game please post here thanksup we goup we gocontract is up thank,76b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
239,minimal i can do on thosecontract up thanksup we goup we g,10b,https://forums.eveonline.com/t/wts-capital-part-bpos/223705
240,fiend tiamat wts fiend in ls,550b,https://forums.eveonline.com/t/wts-fiend-tiamat/241798
241,wts tiamat in ls,350b,https://forums.eveonline.com/t/wts-fiend-tiamat/241798
242,c3 ns static (astrahus pocos) sold,NA,https://forums.eveonline.com/t/wts-c3-with-ns-static-astrahus-and-pocos-sold/252568
243,nyx basgerin https://evepraisal.com/a/uf6pu no longer available with fit,17b,https://forums.eveonline.com/t/wts-nyx-in-basgerin/253746
244,avatar bpo 7/8,60b,https://forums.eveonline.com/t/wts-avatar-bpo-7-8-60b-also-taking-offers/252749
245,,60b,https://forums.eveonline.com/t/wts-avatar-bpo-7-8-60b-also-taking-offers/252749
246,vanquisher drones,315b,https://forums.eveonline.com/t/wts-vanquisher-in-drones-315b/234854
247,,315b,https://forums.eveonline.com/t/wts-vanquisher-in-drones-315b/234854
248,intaki syndicate lp wts,13m,https://forums.eveonline.com/t/wts-intaki-syndicate-lp/254264
249,sold ty,NA,https://forums.eveonline.com/t/sold-ty/251922
250,wormhole hunter. i'll search home,NA,https://forums.eveonline.com/t/wormhole-hunter-ill-search-your-home/228334
251,comprehensive capital construction part bpo library,NA,https://forums.eveonline.com/t/wts-comprehensive-capital-construction-part-bpo-library/231093
252,plex bulk 2,5m,https://forums.eveonline.com/t/wts-plex-in-bulk-2-5m/253906
253,get em while they’re fresh,25k,https://forums.eveonline.com/t/wts-plex-in-bulk-2-5m/253906
254,,25k,https://forums.eveonline.com/t/wts-plex-in-bulk-2-5m/253906
255,c6 wr,NA,https://forums.eveonline.com/t/wts-c6-wr/254051
256,[wts] random stuff new eden egbinger http://evepraisal.com/a/tyij9 sold gultraten http://evepraisal.com/a/tyijq,475b,https://forums.eveonline.com/t/wts-random-stuff-all-over-new-eden/252442
257,x7omu http://evepraisal.com/a/tyik3,15b,https://forums.eveonline.com/t/wts-random-stuff-all-over-new-eden/252442
258,irmalin http://evepraisal.com/a/tyikg,125b,https://forums.eveonline.com/t/wts-random-stuff-all-over-new-eden/252442
259,hlwhp http://evepraisal.com/a/tyiko sold odebeinn http://evepraisal.com/a/tyikz sold krirald http://evepraisal.com/a/tyilb,260m,https://forums.eveonline.com/t/wts-random-stuff-all-over-new-eden/252442
260,zayi http://evepraisal.com/a/tyilx,180m,https://forums.eveonline.com/t/wts-random-stuff-all-over-new-eden/252442
261,c5 vanilla static c5 wts c5 static c5 with astrahus for,2b,https://forums.eveonline.com/t/wts-c5-vanilla-static-c5/254061
262,wtb c5 c6,NA,https://forums.eveonline.com/t/wtb-c5-or-c6/254183
263,c4 wh w/astrahus - cataclysmic variable -,500m,https://forums.eveonline.com/t/wts-c4-wh-w-astrahus-cataclysmic-variable-500m/253151
264,stratios buffer armor rigs [sold] i am selling 2x stratios with 3x medium trimark armor pump ii price per stratios is,205m,https://forums.eveonline.com/t/stratios-with-buffer-armor-rigs-sold-wts/253620
265,arm augmentations f916083 model ‘crusher’ cybernetic arm in night black and blood red left and right market orders are up for,795 mil,https://forums.eveonline.com/t/wts-arm-augmentations/253755
266,for each but ill part ways for,500 mil,https://forums.eveonline.com/t/wts-arm-augmentations/253755
267,victor,NA,https://forums.eveonline.com/t/wts-victor/248299
268,x280 soran's pass keys,NA,https://forums.eveonline.com/t/x280-sorans-pass-keys/253200
269,vehement location npc station in lonetrek near jita price,30 bil,https://forums.eveonline.com/t/wts-vehement/236350
270,deleted j131142 c5 c5 black hole empty,1b,https://forums.eveonline.com/t/deleted/253839
271,lucy lick liu's lotteries,NA,https://forums.eveonline.com/t/lucy-lick-lius-lotteries/254021
272,{sold} zeus tier abyssal syndicate damage control accepting offers and answering questions via ingame mailgreat offers so far keep them comin,65b,https://forums.eveonline.com/t/sold-zeus-tier-abyssal-syndicate-damage-control/250095
273,,65b,https://forums.eveonline.com/t/sold-zeus-tier-abyssal-syndicate-damage-control/250095
274,current offerlooking good this has some real potential for a supertitan65b still stands looking for any more offers time to tank up ur superstitans with that extra hp in the hull incoming everyone dies if they hit hull speech but any real pilot can’t count the times they lived in hull amirit,15b,https://forums.eveonline.com/t/sold-zeus-tier-abyssal-syndicate-damage-control/250095
275,hundreds ships sale podion,NA,https://forums.eveonline.com/t/hundreds-of-ships-for-sale-in-podion/253457
276,nyx - amamake keepstar,NA,https://forums.eveonline.com/t/wts-nyx-amamake-keepstar/250519
277,"sold, please remove",NA,https://forums.eveonline.com/t/sold-please-remove/253023
278,(sold) 1 x mizuro’s modified 800mm repeating cannon,NA,https://forums.eveonline.com/t/sold-wts-1-x-mizuro-s-modified-800mm-repeating-cannon/253552
279,skins bulk http://evepraisal.com/a/u2xwd all 43 skins 453m bulk,195 bil,https://forums.eveonline.com/t/wts-skins-bulk/252892
280,,453m,https://forums.eveonline.com/t/wts-skins-bulk/252892
281,massive bpo aeon bpo 816 ,2b,https://forums.eveonline.com/t/wts-massive-bpo/249806
282,,2b,https://forums.eveonline.com/t/wts-massive-bpo/249806
283,old archon bpo 916 2b standup cloning center i bpo 918 2b standup hybrid reactor i bpo 918,13b,https://forums.eveonline.com/t/wts-massive-bpo/249806
284,,13b,https://forums.eveonline.com/t/wts-massive-bpo/249806
285,,13b,https://forums.eveonline.com/t/wts-massive-bpo/249806
286,standup biochemical reactor i bpo 918 13b standup reprocessing facility i bpo 916,200m,https://forums.eveonline.com/t/wts-massive-bpo/249806
287,abyssal damage control,NA,https://forums.eveonline.com/t/abyssal-damage-control/253846
288,c5 c6 static,NA,https://forums.eveonline.com/t/wts-c5-with-c6-static/253817
289,titan bpos (avatar / levi / rag),NA,https://forums.eveonline.com/t/wts-titan-bpos-avatar-levi-rag/250811
290,sold all soldall 4 revelations solddaily bump the remaining 15 capitals have sold the three nyx are still availablesorry sieh hull sold yesterday and also too low thank you for your interest thoughsorry that is also a little too low for me i am pretty firm on the price if you took both together i could knock off 500m each so,325b,https://forums.eveonline.com/t/all-sold/252540
291,,500m,https://forums.eveonline.com/t/all-sold/252540
292,dagon (new price),NA,https://forums.eveonline.com/t/wts-dagon-new-price/237936
293,"""concord lp"" public trading channel mailing list note this is mostly the same post as on the previous forum about us the primary purpose of the concord lp channel is to provide a centralized place of business for buyers and sellers of concord lp to meet and facilitate dealings since the beginning we have operated in a mostly handsoff manner stepping in only to stop those who become disruptive rules 1 be cool the main rule for being a part of the channel is that we buy and sell at or near the going rate currently determined through nonscientific analysis advertising other transactions is frowned upon while sellers and buyers are strongly encouraged to trade at this rate they under no obligation to do so and it would be impossible to police anyway however it is in the best interest of everyone if the market value stabilizes and the time and efforts of the incursion runners is not devalued 2 be fair scammers will be outted and silly walks will be closely monitored spammers will be sent links to unfunny imgur content 3 be smart contracts should always be used to avoid obvious scams this is less of a rule than just a good precaution neither contracts nor moderators nor rules can save you from yourself use your damn head 4 be sensible whatever your arrangement is with others is up to you you can trade space goats snickers bars or isk if you decide you want to complicate things by selling your concord lp as a faction lp conversion and still need tags that’s still on you do your homework for best practices research rates and remember rule 3 be smart ✘ no a moderator will not ban someone because you decided to use a trade window and didn’t pay attention ✘ no a moderator will not ban someone because you miscounted the trailing zeroes of a contract ✘ no a moderator will not ban someone because you did some convoluted trading of tags and ended up losing isk in a multipart arrangement that fell through because you stopped trading for equal value at some point the game tools regional market contracts and outofgame market cost estimators allow you to make sensible and educated decisions use them protect your assets mailing list rules if you are looking to buy or sell concord lp on the mailing list please limit yourself to one post per day one buying post and one selling post each use the proper syntax for transactions so that your request is clear this applies to posts made in the mailing list as well the format is as follows wtbwts number of lp at rate per lp more information for news and discussion about concord lp join the mailing list concord lp for all other inquiries contact endymi typhirr or send a message to the mailing list for a quicker response via the communityfaq q1 how to sell concord lp or any other lp person a the buyer requests an item for example a particular 5run bpc person b the seller of the lp goes to the concord lp store and purchases the item with their own isk and lp person b then sets up a contract with person a for the agreedupon amount person a accepts the contract and both parties are happy q2 what are some examples of concord lp exchanges for this let’s assume an approximate going rate of 1000 isk per lp that means the seller makes 1000 isk per lp sold example 1 a 5run bpc costs 150000 lp and",150m,https://forums.eveonline.com/t/the-concord-lp-public-trading-channel-and-mailing-list/52012
